old_url,old_title,old_topic,old_content_length,new_equivalent,current_http_status,redirect_exists,current_indexed_url,gsc_old_impressions_if_available,gsc_current_impressions,migration_action,priority
https://www.radianceclinics.com/post/decoding-the-cost-of-chemical-peels-in-odisha-understanding-the-factors-behind-pricing,Decoding the Cost of Chemical Peels in Odisha: Understanding the Factors Behind Pricing,Pigmentation,504,https://www.radianceclinics.com/pigmentation-treatment-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/pigmentation-treatment-bhubaneswar,170,39,REVIEW_EQUIVALENCE,P0
https://www.radianceclinics.com/skin-brightening-solutions-radiance,Skin Brightening Solutions,Pigmentation,415,https://www.radianceclinics.com/pigmentation-treatment-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/pigmentation-treatment-bhubaneswar,166,39,REVIEW_EQUIVALENCE,P0
https://www.radianceclinics.com/post/things-to-avoid-if-you-have-acne-prone-skin,Things to Avoid if you have Acne-prone Skin,Acne,458,https://www.radianceclinics.com/acne-treatment-bhubaneswar,GSC_404_EXPORT,yes,,162,0,REDIRECT,P0
https://www.radianceclinics.com/treatment/premium-services/hydra-facial,Hydra Facial,Skin Health,154,https://www.radianceclinics.com/skin-clinic-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/skin-clinic-bhubaneswar,161,1847,REVIEW_EQUIVALENCE,P0
https://www.radianceclinics.com/treatment/hairfall/gfc,GFC,Hair Loss & Scalp,446,https://www.radianceclinics.com/treatments/hair-restoration/prp-gfc-scalp-therapy,not-live-checked,yes,https://www.radianceclinics.com/treatments/hair-restoration/prp-gfc-scalp-therapy,155,216,REDIRECT,P0
https://www.radianceclinics.com/post/how-hair-shapes-self-image-and-personal-confidence,How Hair Shapes Self Image and Personal Confidence,Clinic & Doctor,655,https://www.radianceclinics.com/about,GSC_404_EXPORT,no,https://www.radianceclinics.com/about,150,104,REVIEW_EQUIVALENCE,P0
https://www.radianceclinics.com/treatment/non-surgical-facial-enhancements/lip-blushing,Lip Blushing,Clinic & Doctor,309,https://www.radianceclinics.com/about,GSC_404_EXPORT,no,https://www.radianceclinics.com/about,146,104,REVIEW_EQUIVALENCE,P0
https://www.radianceclinics.com/post/how-long-does-it-take-to-see-results-after-a-hair-transplant,How Long Does It Take to See Results After a Hair Transplant,Hair Transplant,530,https://www.radianceclinics.com/hair-transplant-bhubaneswar,GSC_404_EXPORT,yes,https://www.radianceclinics.com/hair-transplant-bhubaneswar,134,495,REDIRECT,P0
https://www.radianceclinics.com/hair-transplant-in-baripada,Hair Transplant in Baripada,Hair Transplant,372,https://www.radianceclinics.com/hair-transplant-baripada,not-live-checked,yes,,131,0,REDIRECT,P0
https://www.radianceclinics.com/conditions/antiageing/neck-line,Neck Lines,Clinic & Doctor,225,https://www.radianceclinics.com/about,GSC_404_EXPORT,no,https://www.radianceclinics.com/about,126,104,REVIEW_EQUIVALENCE,P0
https://www.radianceclinics.com/hair-transplant-in-rourkela,Hair transplant in Rourkela,Hair Transplant,430,https://www.radianceclinics.com/hair-transplant-rourkela,not-live-checked,yes,,125,0,REDIRECT,P0
https://www.radianceclinics.com/hair-transplant-in-puri,Hair Transplant in Puri,Hair Transplant,418,https://www.radianceclinics.com/hair-transplant-puri,not-live-checked,yes,,124,0,REDIRECT,P0
https://www.radianceclinics.com/conditions/hairfall/scarring-alopecia,Scarring Alopecia,Hair Loss & Scalp,186,,GSC_404_EXPORT,no,,118,0,REBUILD_OR_ARCHIVE,P0
https://www.radianceclinics.com/ear-piercing,Ear Piercing,Clinic & Doctor,402,https://www.radianceclinics.com/about,GSC_404_EXPORT,no,https://www.radianceclinics.com/about,115,104,VERIFY_SERVICE,P0
https://www.radianceclinics.com/treatment/bridal-dermatology/under-eye-rejuvenation,Under Eye Rejuvenation,Clinic & Doctor,172,https://www.radianceclinics.com/concerns/pigmentation/under-eye-dark-circles,GSC_404_EXPORT,no,,109,0,REVIEW_EQUIVALENCE,P0
https://www.radianceclinics.com/alopecia-treatment,Alopecia Treatment,Hair Loss & Scalp,416,,GSC_404_EXPORT,no,,107,0,REBUILD_OR_ARCHIVE,P0
https://www.radianceclinics.com/conditions/open-pores,Open Pores,Clinic & Doctor,209,https://www.radianceclinics.com/about,GSC_404_EXPORT,no,https://www.radianceclinics.com/about,105,104,REVIEW_EQUIVALENCE,P0
https://www.radianceclinics.com/split-ear-repair,Split Ear Repair,Scars & Stretch Marks,414,,GSC_404_EXPORT,no,,101,0,VERIFY_SERVICE,P0
https://www.radianceclinics.com/post/can-laser-hair-removal-permanently-remove-hair,Can Laser Hair Removal Permanently Remove Hair?,Laser Hair Reduction,506,https://www.radianceclinics.com/laser-hair-removal-bhubaneswar,GSC_404_EXPORT,yes,https://www.radianceclinics.com/laser-hair-removal-bhubaneswar,101,391,REDIRECT,P0
https://www.radianceclinics.com/conditions/pseudo-acanthosis-nigricans,Pseudo Acanthosis Nigricans,Clinic & Doctor,177,https://www.radianceclinics.com/about,GSC_404_EXPORT,no,https://www.radianceclinics.com/about,100,104,REVIEW_EQUIVALENCE,P0
https://www.radianceclinics.com/fillers,Fillers,Ageing & Aesthetics,378,https://www.radianceclinics.com/treatments/aesthetic-dermatology/injectable-aesthetics,not-live-checked,yes,https://www.radianceclinics.com/treatments/aesthetic-dermatology/injectable-aesthetics,98,98,REDIRECT,P0
https://www.radianceclinics.com/post/which-is-better-synthetic-or-natural-hair-wigs,Which Is Better: Synthetic Or Natural Hair Wigs,Clinic & Doctor,626,https://www.radianceclinics.com/about,GSC_404_EXPORT,no,https://www.radianceclinics.com/about,97,104,REVIEW_EQUIVALENCE,P0
https://www.radianceclinics.com/conditions/antiageing/forehead-line,Forehead Lines,Clinic & Doctor,208,https://www.radianceclinics.com/about,GSC_404_EXPORT,no,https://www.radianceclinics.com/about,95,104,REVIEW_EQUIVALENCE,P0
https://www.radianceclinics.com/post/a-complete-guide-to-know-about-botox-treatment,A Complete Guide to Know About Botox Treatment in Bhubaneswar,Ageing & Aesthetics,536,https://www.radianceclinics.com/treatments/aesthetic-dermatology/injectable-aesthetics,not-live-checked,yes,https://www.radianceclinics.com/treatments/aesthetic-dermatology/injectable-aesthetics,94,98,REDIRECT,P0
https://www.radianceclinics.com/post/can-you-reverse-signs-of-ageing-with-anti-ageing-treatment,Can You Reverse Signs of Ageing with Anti Ageing Treatment,Clinic & Doctor,694,https://www.radianceclinics.com/about,GSC_404_EXPORT,no,https://www.radianceclinics.com/about,90,104,REVIEW_EQUIVALENCE,P0
https://www.radianceclinics.com/post/the-best-acne-scar-treatments-to-boost-your-confidence,The Best Acne Scar Treatments to Boost Your Confidence,Acne Scars,487,https://www.radianceclinics.com/acne-scar-treatment-bhubaneswar,not-live-checked,no,https://www.radianceclinics.com/acne-scar-treatment-bhubaneswar,89,35,REVIEW_EQUIVALENCE,P0
https://www.radianceclinics.com/post/fillers-treatment-at-radiance-skin-and-hair-clinics-in-bhubaneswar,Fillers Treatment at Radiance Skin and Hair Clinics in Bhubaneswar,Ageing & Aesthetics,438,https://www.radianceclinics.com/treatments/aesthetic-dermatology/injectable-aesthetics,not-live-checked,no,https://www.radianceclinics.com/treatments/aesthetic-dermatology/injectable-aesthetics,89,98,REVIEW_EQUIVALENCE,P0
https://www.radianceclinics.com/post/how-does-hair-loss-affect-an-individuals-confidence-level,How Does Hair Loss Affect an Individual’s Confidence Level,Hair Loss & Scalp,560,https://www.radianceclinics.com/concerns/hair-loss-scalp/hair-loss,GSC_404_EXPORT,no,,86,0,REVIEW_EQUIVALENCE,P0
https://www.radianceclinics.com/bio-therapy-treatment,Bio Therapy,Other,328,,GSC_404_EXPORT,no,,85,0,REBUILD_OR_ARCHIVE,P0
https://www.radianceclinics.com/treatment/acne-treatment/acne-zap-laser,Acne Zap Laser,Acne,162,https://www.radianceclinics.com/concerns/acne/acne,GSC_404_EXPORT,no,,84,0,REVIEW_EQUIVALENCE,P0
https://www.radianceclinics.com/scalp-micropigmentation,Scalp Micropigmentation Bhubaneswar,Hair Loss & Scalp,453,https://www.radianceclinics.com/pigmentation-treatment-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/pigmentation-treatment-bhubaneswar,83,39,REVIEW_EQUIVALENCE,P0
https://www.radianceclinics.com/vitiligo-3,Vitiligo Treatment,General Skin Concerns,794,,GSC_404_EXPORT,no,,81,0,VERIFY_SERVICE,P0
https://www.radianceclinics.com/treatment/hairfall/hair-transplant,Hair Transplant,Hair Transplant,166,https://www.radianceclinics.com/hair-transplant-bhubaneswar,GSC_404_EXPORT,yes,https://www.radianceclinics.com/hair-transplant-bhubaneswar,79,495,REDIRECT,P0
https://www.radianceclinics.com/treatment/non-surgical-facial-enhancements/lip-vitiligo-correction,Lip Vitiligo Correction,General Skin Concerns,309,,GSC_404_EXPORT,no,,74,0,REBUILD_OR_ARCHIVE,P0
https://www.radianceclinics.com/body-shaping-bhuabaneswar,Body Shaping,Clinic & Doctor,658,https://www.radianceclinics.com/about,GSC_404_EXPORT,no,https://www.radianceclinics.com/about,72,104,REVIEW_EQUIVALENCE,P0
https://www.radianceclinics.com/post/specialized-wart-removal-services-for-flawless-skin,Specialized Wart Removal Services for Flawless Skin,General Skin Concerns,479,https://www.radianceclinics.com/wart-removal-bhubaneswar,GSC_404_EXPORT,yes,,71,0,REDIRECT,P0
https://www.radianceclinics.com/post/who-is-the-ideal-candidate-for-a-hair-transplant,Who is the Ideal Candidate for a Hair Transplant?,Hair Transplant,403,https://www.radianceclinics.com/hair-transplant-bhubaneswar,GSC_404_EXPORT,yes,https://www.radianceclinics.com/hair-transplant-bhubaneswar,71,495,REDIRECT,P0
https://www.radianceclinics.com/post/the-quality-of-hair-transplant-service-offered-by-radiance-skin-and-hair-clinics,The quality of hair transplant service offered by Radiance Skin and Hair Clinics,Hair Transplant,480,https://www.radianceclinics.com/hair-transplant-bhubaneswar,GSC_404_EXPORT,yes,https://www.radianceclinics.com/hair-transplant-bhubaneswar,71,495,REDIRECT,P0
https://www.radianceclinics.com/treatment/premium-services/gluta-c-shots,Gluta C Shots,Skin Health,153,https://www.radianceclinics.com/skin-clinic-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/skin-clinic-bhubaneswar,69,1847,REVIEW_EQUIVALENCE,P0
https://www.radianceclinics.com/treatment/premium-services/aqua-skin-whitening-shots,Aqua Skin Whitening Shots,Skin Health,155,https://www.radianceclinics.com/skin-clinic-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/skin-clinic-bhubaneswar,69,1847,REVIEW_EQUIVALENCE,P0
https://www.radianceclinics.com/treatment/bridal-dermatology/vampirefacial,Vampire Facial,Skin Health,156,https://www.radianceclinics.com/skin-clinic-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/skin-clinic-bhubaneswar,64,1847,REVIEW_EQUIVALENCE,P0
https://www.radianceclinics.com/treatment/hairfall/root-restore-therapy,Root Restore Therapy,Clinic & Doctor,177,https://www.radianceclinics.com/about,GSC_404_EXPORT,no,https://www.radianceclinics.com/about,64,104,REVIEW_EQUIVALENCE,P0
https://www.radianceclinics.com/hair-transplant-in-jajpur,Hair Transplant in Jajpur,Hair Transplant,535,https://www.radianceclinics.com/hair-transplant-bhubaneswar,GSC_404_EXPORT,yes,https://www.radianceclinics.com/hair-transplant-bhubaneswar,60,495,REDIRECT,P0
https://www.radianceclinics.com/treatment/acne-treatment/carbon-laser-peel,Carbon Laser Peel,Skin Health,160,https://www.radianceclinics.com/skin-clinic-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/skin-clinic-bhubaneswar,60,1847,REVIEW_EQUIVALENCE,P0
https://www.radianceclinics.com/treatment/anti-ageing-therapies/prp-facelift,PRP Facelift,Hair Loss & Scalp,164,https://www.radianceclinics.com/treatments/aesthetic-dermatology/injectable-aesthetics,GSC_404_EXPORT,no,https://www.radianceclinics.com/treatments/aesthetic-dermatology/injectable-aesthetics,58,98,REVIEW_EQUIVALENCE,P0
https://www.radianceclinics.com/post/how-to-care-for-your-scalp-after-a-hair-transplant,How to Care for Your Scalp After a Hair Transplant,Hair Transplant,462,https://www.radianceclinics.com/knowledge/hair-transplant-aftercare,GSC_404_EXPORT,yes,https://www.radianceclinics.com/knowledge/hair-transplant-aftercare,57,3,REDIRECT,P0
https://www.radianceclinics.com/conditions/pcod,PCOD,Clinic & Doctor,185,https://www.radianceclinics.com/about,GSC_404_EXPORT,no,https://www.radianceclinics.com/about,55,104,REVIEW_EQUIVALENCE,P0
https://www.radianceclinics.com/female-hair-transplant,Female Hair Transplant,Hair Transplant,277,https://www.radianceclinics.com/concerns/hair-transplant/female-hair-transplant,GSC_404_EXPORT,no,https://www.radianceclinics.com/concerns/hair-transplant/female-hair-transplant,54,7,REVIEW_EQUIVALENCE,P0
https://www.radianceclinics.com/bio-hair-transplant,Bio Hair Transplant,Hair Transplant,376,https://www.radianceclinics.com/hair-transplant-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/hair-transplant-bhubaneswar,54,495,REVIEW_EQUIVALENCE,P0
https://www.radianceclinics.com/treatment/anti-ageing-therapies/filler,Filler,Ageing & Aesthetics,165,https://www.radianceclinics.com/treatments/aesthetic-dermatology/injectable-aesthetics,not-live-checked,no,https://www.radianceclinics.com/treatments/aesthetic-dermatology/injectable-aesthetics,54,98,REVIEW_EQUIVALENCE,P0
https://www.radianceclinics.com/conditions/fungal-infection,Fungal Infection,Clinic & Doctor,222,https://www.radianceclinics.com/about,GSC_404_EXPORT,no,https://www.radianceclinics.com/about,53,104,REVIEW_EQUIVALENCE,P0
https://www.radianceclinics.com/hair-transplant-in-raipur,Hair Transplant in Raipur,Hair Transplant,441,https://www.radianceclinics.com/hair-transplant-bhubaneswar,GSC_404_EXPORT,yes,https://www.radianceclinics.com/hair-transplant-bhubaneswar,52,495,REDIRECT,P0
https://www.radianceclinics.com/post/four-misconceptions-people-have-about-laser-tattoo-removal-in-bhubaneswar,Four misconceptions people have about laser tattoo removal in Bhubaneswar,Skin Health,578,,GSC_404_EXPORT,no,,51,0,REBUILD_OR_ARCHIVE,P0
https://www.radianceclinics.com/locations,Locations,Other,13,,not-live-checked,no,,51,0,REBUILD_OR_ARCHIVE,P0
https://www.radianceclinics.com/hair-transplant-in-vizag,Hair Transplant in Vizag,Hair Transplant,440,https://www.radianceclinics.com/hair-transplant-bhubaneswar,GSC_404_EXPORT,yes,https://www.radianceclinics.com/hair-transplant-bhubaneswar,50,495,REDIRECT,P0
https://www.radianceclinics.com/treatment/bridal-dermatology/dermal-fillers,Dermal Fillers,Ageing & Aesthetics,164,https://www.radianceclinics.com/treatments/aesthetic-dermatology/injectable-aesthetics,GSC_404_EXPORT,no,https://www.radianceclinics.com/treatments/aesthetic-dermatology/injectable-aesthetics,50,98,REVIEW_EQUIVALENCE,P0
https://www.radianceclinics.com/acne-scars,Acne Scars,Acne Scars,584,https://www.radianceclinics.com/acne-scar-treatment-bhubaneswar,not-live-checked,yes,https://www.radianceclinics.com/acne-scar-treatment-bhubaneswar,25,35,REDIRECT,P0
https://www.radianceclinics.com/post/transformative-insights-from-radiance-clinics-for-skin-and-hair-health,Transformative Insights from Radiance Clinics for Skin and Hair Health,Skin Health,564,,GSC_404_EXPORT,no,,24,0,REBUILD_OR_ARCHIVE,P0
https://www.radianceclinics.com/post/what-causes-hair-loss-and-how-it-can-be-treated,What Causes Hair Loss and How It Can Be Treated,Hair Loss & Scalp,778,https://www.radianceclinics.com/knowledge/hair-loss-causes-and-assessment,GSC_404_EXPORT,yes,,12,0,REDIRECT,P0
https://www.radianceclinics.com/post/unlocking-the-secrets-of-skincare-and-hair-restoration-a-journey-with-radiance-clinics,Unlocking the Secrets of Skincare and Hair Restoration: A Journey with Radiance Clinics,Skin Health,559,,not-live-checked,no,,5,0,REBUILD_OR_ARCHIVE,P0
https://www.radianceclinics.com/post/radiance-clinics-awarded-times-health-icon-for-exceptional-contributions-in-cosmetology-and-hair-transplant,Radiance Clinics: Awarded Times Health Icon for Exceptional Contributions in Cosmetology and Hair Transplant,Hair Transplant,537,https://www.radianceclinics.com/hair-transplant-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/hair-transplant-bhubaneswar,4,495,REVIEW_EQUIVALENCE,P0
https://www.radianceclinics.com/post/hair-loss-and-hair-thinning,Hair Loss and Hair Thinning,Hair Loss & Scalp,903,https://www.radianceclinics.com/concerns/hair-loss-scalp/hair-loss,GSC_404_EXPORT,no,,2,0,REVIEW_EQUIVALENCE,P0
https://www.radianceclinics.com/post/the-ideal-clinic-to-have-acne-treatment-in-bhubaneswar-is-radiance-skin-and-hair-clinics,The ideal clinic to have acne treatment in Bhubaneswar is Radiance Skin and Hair Clinics,Acne,469,https://www.radianceclinics.com/acne-treatment-bhubaneswar,GSC_404_EXPORT,yes,,49,0,REDIRECT,P1
https://www.radianceclinics.com/hair-transplant-in-koraput,Hair Transplant in Koraput,Hair Transplant,537,https://www.radianceclinics.com/hair-transplant-bhubaneswar,GSC_404_EXPORT,yes,https://www.radianceclinics.com/hair-transplant-bhubaneswar,49,495,REDIRECT,P1
https://www.radianceclinics.com/body-hair-transplant,Body Hair Transplant,Hair Transplant,599,https://www.radianceclinics.com/hair-transplant-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/hair-transplant-bhubaneswar,48,495,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/beard-mustache-transplant,Beard & Mustache Transplant,Clinic & Doctor,557,https://www.radianceclinics.com/concerns/hair-transplant/beard-transplant,GSC_404_EXPORT,no,,47,0,REVIEW_EQUIVALENCE,P1
https://www.radianceclinics.com/treatment/stretch-marks/prp,PRP,Hair Loss & Scalp,158,,GSC_404_EXPORT,no,,47,0,REBUILD_OR_ARCHIVE,P1
https://www.radianceclinics.com/frequently-asked-questions,Frequently Asked Questions,Skin Health,390,https://www.radianceclinics.com/skin-clinic-bhubaneswar,GSC_404_EXPORT,no,https://www.radianceclinics.com/skin-clinic-bhubaneswar,46,1847,REVIEW_EQUIVALENCE,P1
